div_bin	TE_subclass	count	percent_TE	TE_class
0	DNA	35366	26.1551887350609	DNA
0	LINE	7379	5.45719441486215	LINE
0	LTR	12661	9.36353685954325	LTR
0	RC	915	0.676695065672701	RC
0	SINE	29	0.0214471660158561	SINE
1	DNA	8928	6.60276890308839	DNA
1	LINE	783	0.579073482428115	LINE
1	LTR	3143	2.32442906164951	LTR
1	RC	108	0.0798722044728434	RC
1	SINE	1	0.000739557448822625	SINE
2	DNA	7025	5.19539107797894	DNA
2	LINE	419	0.30987457105668	LINE
2	LTR	2553	1.88809016684416	LTR
2	RC	73	0.0539876937640516	RC
2	SINE	1	0.000739557448822625	SINE
3	DNA	5439	4.02245296414625	DNA
3	LINE	259	0.19154537924506	LINE
3	LTR	1994	1.47467755295231	LTR
3	RC	53	0.0391965447875991	RC
4	DNA	4261	3.1512542894332	DNA
4	LINE	214	0.158265294048042	LINE
4	LTR	1624	1.20104129688794	LTR
4	RC	33	0.0244053958111466	RC
5	DNA	3502	2.58993018577683	DNA
5	LINE	192	0.141995030173944	LINE
5	LTR	1335	0.987309194178204	LTR
5	RC	45	0.0332800851970181	RC
6	DNA	2870	2.12252987812093	DNA
6	LINE	162	0.119808306709265	LINE
6	LTR	1160	0.857886640634244	LTR
6	RC	27	0.0199680511182109	RC
7	DNA	2432	1.79860371553662	DNA
7	LINE	117	0.0865282215122471	LINE
7	LTR	910	0.672997278428588	LTR
7	RC	39	0.0288427405040824	RC
8	DNA	2236	1.65365045556739	DNA
8	LINE	103	0.0761744172287303	LINE
8	LTR	836	0.618270027215714	LTR
8	RC	44	0.0325405277481955	RC
9	DNA	1837	1.35856703348716	DNA
9	LINE	95	0.0702579576381493	LINE
9	LTR	678	0.501419950301739	LTR
9	RC	34	0.0251449532599692	RC
9	SINE	1	0.000739557448822625	SINE
10	DNA	1891	1.39850313572358	DNA
10	LINE	63	0.0465921192758253	LINE
10	LTR	714	0.528044018459354	LTR
10	RC	53	0.0391965447875991	RC
10	SINE	1	0.000739557448822625	SINE
11	DNA	1624	1.20104129688794	DNA
11	LINE	56	0.041415217134067	LINE
11	LTR	565	0.417849958584783	LTR
11	RC	41	0.0303218554017276	RC
11	SINE	1	0.000739557448822625	SINE
12	DNA	1523	1.12634599455686	DNA
12	LINE	61	0.0451130043781801	LINE
12	LTR	526	0.389007218080701	LTR
12	RC	46	0.0340196426458407	RC
13	DNA	1398	1.03390131345403	DNA
13	LINE	50	0.0369778724411312	LINE
13	LTR	571	0.422287303277719	LTR
13	RC	50	0.0369778724411312	RC
13	SINE	1	0.000739557448822625	SINE
14	DNA	1329	0.982871849485268	DNA
14	LINE	69	0.0510294639687611	LINE
14	LTR	487	0.360164477576618	LTR
14	RC	62	0.0458525618270027	RC
15	DNA	1317	0.973997160099397	DNA
15	LINE	58	0.0428943320317122	LINE
15	LTR	492	0.363862264820731	LTR
15	RC	51	0.0377174298899539	RC
15	SINE	1	0.000739557448822625	SINE
16	DNA	1175	0.868980002366584	DNA
16	LINE	62	0.0458525618270027	LINE
16	LTR	494	0.365341379718376	LTR
16	RC	44	0.0325405277481955	RC
16	SINE	1	0.000739557448822625	SINE
17	DNA	1026	0.758785942492013	DNA
17	LINE	56	0.041415217134067	LINE
17	LTR	422	0.312093243403148	LTR
17	RC	46	0.0340196426458407	RC
17	SINE	3	0.00221867234646787	SINE
18	DNA	834	0.616790912318069	DNA
18	LINE	57	0.0421547745828896	LINE
18	LTR	364	0.269198911371435	LTR
18	RC	40	0.029582297952905	RC
18	SINE	1	0.000739557448822625	SINE
19	DNA	715	0.528783575908177	DNA
19	LINE	44	0.0325405277481955	LINE
19	LTR	298	0.220388119749142	LTR
19	RC	25	0.0184889362205656	RC
19	SINE	2	0.00147911489764525	SINE
20	DNA	684	0.505857294994675	DNA
20	LINE	56	0.041415217134067	LINE
20	LTR	295	0.218169447402674	LTR
20	RC	34	0.0251449532599692	RC
20	SINE	3	0.00221867234646787	SINE
21	DNA	498	0.368299609513667	DNA
21	LINE	45	0.0332800851970181	LINE
21	LTR	238	0.176014672819785	LTR
21	RC	28	0.0207076085670335	RC
22	DNA	409	0.302478996568453	DNA
22	LINE	37	0.0273636256064371	LINE
22	LTR	198	0.14643237486688	LTR
22	RC	24	0.017749378771743	RC
22	SINE	2	0.00147911489764525	SINE
23	DNA	342	0.252928647497338	DNA
23	LINE	37	0.0273636256064371	LINE
23	LTR	162	0.119808306709265	LTR
23	RC	10	0.00739557448822625	RC
23	SINE	1	0.000739557448822625	SINE
24	DNA	213	0.157525736599219	DNA
24	LINE	25	0.0184889362205656	LINE
24	LTR	99	0.0732161874334398	LTR
24	RC	12	0.00887468938587149	RC
25	DNA	217	0.16048396639451	DNA
25	LINE	30	0.0221867234646787	LINE
25	LTR	96	0.070997515086972	LTR
25	RC	8	0.005916459590581	RC
26	DNA	151	0.111673174772216	DNA
26	LINE	13	0.00961424683469412	LINE
26	LTR	76	0.0562063661105195	LTR
26	RC	6	0.00443734469293575	RC
27	DNA	101	0.0746953023310851	DNA
27	LINE	9	0.00665601703940362	LINE
27	LTR	55	0.0406756596852444	LTR
27	RC	8	0.005916459590581	RC
28	DNA	65	0.0480712341734706	DNA
28	LINE	5	0.00369778724411312	LINE
28	LTR	46	0.0340196426458407	LTR
28	RC	8	0.005916459590581	RC
29	DNA	31	0.0229262809135014	DNA
29	LINE	6	0.00443734469293575	LINE
29	LTR	25	0.0184889362205656	LTR
29	RC	6	0.00443734469293575	RC
30	DNA	19	0.0140515915276299	DNA
30	LINE	4	0.0029582297952905	LINE
30	LTR	19	0.0140515915276299	LTR
30	RC	3	0.00221867234646787	RC
31	DNA	12	0.00887468938587149	DNA
31	LTR	7	0.00517690214175837	LTR
31	RC	1	0.000739557448822625	RC
32	DNA	5	0.00369778724411312	DNA
32	LTR	3	0.00221867234646787	LTR
32	RC	1	0.000739557448822625	RC
33	LTR	1	0.000739557448822625	LTR
34	LTR	1	0.000739557448822625	LTR
