div_bin	TE_subclass	count	percent_TE	TE_class
0	DNA	38853	23.7797376780282	DNA
0	LINE	3406	2.08462117549132	LINE
0	LTR	22554	13.8040358168031	LTR
0	RC	1100	0.673248177639592	RC
0	SINE	5	0.00306021898927087	SINE
1	DNA	8420	5.15340877793215	DNA
1	LINE	706	0.432102921285047	LINE
1	LTR	3635	2.22477920519992	LTR
1	RC	247	0.151174818069981	RC
2	DNA	6765	4.14047629248349	DNA
2	LINE	529	0.323771169064858	LINE
2	LTR	2865	1.75350548085221	LTR
2	RC	169	0.103435401837355	RC
3	DNA	5585	3.41826461101556	DNA
3	LINE	335	0.205034672281148	LINE
3	LTR	2356	1.44197518774443	LTR
3	RC	125	0.0765054747317718	RC
4	DNA	4857	2.97269672617773	DNA
4	LINE	249	0.152398905665689	LINE
4	LTR	2093	1.28100766890879	LTR
4	RC	138	0.0844620441038761	RC
5	DNA	4135	2.53080110412701	DNA
5	LINE	229	0.140158029708606	LINE
5	LTR	1738	1.06373212067056	LTR
5	RC	115	0.0703850367532301	RC
6	DNA	3400	2.08094891270419	DNA
6	LINE	202	0.123632847166543	LINE
6	LTR	1506	0.921737959568387	LTR
6	RC	100	0.0612043797854174	RC
7	DNA	2894	1.77125475098998	DNA
7	LINE	188	0.115064233996585	LINE
7	LTR	1235	0.755874090349905	LTR
7	RC	89	0.0544718980090215	RC
8	DNA	2792	1.70882628360885	DNA
8	LINE	138	0.0844620441038761	LINE
8	LTR	1106	0.676920440426717	LTR
8	RC	77	0.0471273724347714	RC
9	DNA	2426	1.48481825359423	DNA
9	LINE	147	0.0899704382845637	LINE
9	LTR	924	0.565528469217257	LTR
9	RC	79	0.0483514600304798	RC
10	DNA	2414	1.47747372801998	DNA
10	LINE	159	0.0973149638588137	LINE
10	LTR	936	0.572872994791507	LTR
10	RC	94	0.0575321169982924	RC
11	DNA	2257	1.38138285175687	DNA
11	LINE	157	0.0960908762631054	LINE
11	LTR	790	0.483514600304798	LTR
11	RC	94	0.0575321169982924	RC
12	DNA	2227	1.36302153782125	DNA
12	LINE	166	0.101599270443793	LINE
12	LTR	801	0.490247082081194	LTR
12	RC	84	0.0514116790197506	RC
13	DNA	2106	1.28896423828089	DNA
13	LINE	145	0.0887463506888553	LINE
13	LTR	817	0.500039782846861	LTR
13	RC	69	0.042231022051938	RC
14	DNA	2038	1.24734526002681	DNA
14	LINE	145	0.0887463506888553	LINE
14	LTR	770	0.471273724347714	LTR
14	RC	70	0.0428430658497922	RC
15	DNA	1946	1.19103723062422	DNA
15	LINE	130	0.0795656937210427	LINE
15	LTR	760	0.465153286369173	LTR
15	RC	86	0.052635766615459	RC
15	SINE	1	0.000612043797854174	SINE
16	DNA	1748	1.0698525586491	DNA
16	LINE	152	0.0930306572738345	LINE
16	LTR	716	0.438223359263589	LTR
16	RC	85	0.0520237228176048	RC
16	SINE	1	0.000612043797854174	SINE
17	DNA	1594	0.975597813779554	DNA
