div_bin	TE_subclass	count	percent_TE	TE_class
0	DNA	43892	25.7069228066065	DNA
0	LINE	9372	5.48904767482722	LINE
0	LTR	19373	11.3464917418297	LTR
0	RC	1015	0.594471125688181	RC
0	SINE	45	0.0263558627152395	SINE
1	DNA	8901	5.21318964507438	DNA
1	LINE	939	0.549959001991332	LINE
1	LTR	3820	2.23731990160478	LTR
1	RC	152	0.089024247393698	RC
1	SINE	1	0.000585685838116434	SINE
2	DNA	7115	4.16715473819843	DNA
2	LINE	630	0.368982078013354	LINE
2	LTR	3009	1.76232868689235	LTR
2	RC	122	0.071453672250205	RC
3	DNA	5988	3.50708679864121	DNA
3	LINE	404	0.236617078599039	LINE
3	LTR	2274	1.33184959587677	LTR
3	RC	110	0.0644254421928078	RC
4	DNA	5002	2.9296005622584	DNA
4	LINE	284	0.166334778025067	LINE
4	LTR	2037	1.19304205224318	LTR
4	RC	117	0.0685252430596228	RC
5	DNA	4146	2.42825348483074	DNA
5	LINE	252	0.147592831205341	LINE
5	LTR	1782	1.04369216352349	LTR
5	RC	80	0.0468548670493147	RC
6	DNA	3537	2.07157080941783	DNA
6	LINE	177	0.103666393346609	LINE
6	LTR	1500	0.878528757174652	LTR
6	RC	89	0.0521260395923627	RC
7	DNA	3076	1.80156963804615	DNA
7	LINE	154	0.0901956190699309	LINE
7	LTR	1246	0.729764554293077	LTR
7	RC	85	0.0497832962398969	RC
7	SINE	1	0.000585685838116434	SINE
8	DNA	2724	1.59540822302917	DNA
8	LINE	160	0.0937097340986295	LINE
8	LTR	1034	0.605599156612393	LTR
8	RC	63	0.0368982078013354	RC
9	DNA	2373	1.3898324938503	DNA
9	LINE	118	0.0691109288977393	LINE
9	LTR	837	0.490219046503456	LTR
9	RC	77	0.0450978095349654	RC
9	SINE	2	0.00117137167623287	SINE
10	DNA	2446	1.4325875600328	DNA
10	LINE	142	0.0831673890125337	LINE
10	LTR	833	0.48787630315099	LTR
10	RC	88	0.0515403537542462	RC
10	SINE	3	0.0017570575143493	SINE
11	DNA	2113	1.23755417594003	DNA
11	LINE	112	0.0655968138690406	LINE
11	LTR	715	0.418765374253251	LTR
11	RC	84	0.0491976104017805	RC
11	SINE	3	0.0017570575143493	SINE
12	DNA	2133	1.24926789270235	DNA
12	LINE	131	0.0767248447932529	LINE
12	LTR	802	0.46972004216938	LTR
12	RC	69	0.040412322830034	RC
13	DNA	1977	1.15790090195619	DNA
13	LINE	151	0.0884385615555816	LINE
13	LTR	734	0.429893405177463	LTR
13	RC	85	0.0497832962398969	RC
14	DNA	1732	1.01440787161766	DNA
14	LINE	134	0.0784819023076022	LINE
14	LTR	663	0.388309710671196	LTR
14	RC	65	0.0380695794775682	RC
14	SINE	1	0.000585685838116434	SINE
15	DNA	1732	1.01440787161766	DNA
15	LINE	145	0.084924446526883	LINE
15	LTR	741	0.433993206044278	LTR
15	RC	61	0.0357268361251025	RC
15	SINE	1	0.000585685838116434	SINE
16	DNA	1668	0.976923977978213	DNA
16	LINE	121	0.0708679864120886	LINE
16	LTR	636	0.372496193042052	LTR
16	RC	58	0.0339697786107532	RC
17	DNA	1403	0.821717230877357	DNA
17	LINE	121	0.0708679864120886	LINE
17	LTR	538	0.315098980906642	LTR
17	RC	56	0.0327984069345203	RC
17	SINE	1	0.000585685838116434	SINE
18	DNA	1218	0.713365350825817	DNA
18	LINE	88	0.0515403537542462	LINE
18	LTR	572	0.3350122994026	LTR
18	RC	61	0.0357268361251025	RC
18	SINE	1	0.000585685838116434	SINE
19	DNA	942	0.551716059505681	DNA
19	LINE	91	0.0532974112685955	LINE
19	LTR	471	0.275858029752841	LTR
19	RC	36	0.0210846901721916	RC
20	DNA	916	0.536488227714654	DNA
20	LINE	109	0.0638397563546913	LINE
20	LTR	490	0.286986060677053	LTR
20	RC	42	0.0245988052008902	RC
20	SINE	1	0.000585685838116434	SINE
21	DNA	737	0.431650462691812	DNA
21	LINE	90	0.0527117254304791	LINE
21	LTR	335	0.196204755769005	LTR
21	RC	29	0.0169848893053766	RC
22	DNA	577	0.337940728593183	DNA
22	LINE	64	0.0374838936394518	LINE
22	LTR	329	0.192690640740307	LTR
22	RC	14	0.00819960173363008	RC
23	DNA	484	0.283471945648354	DNA
23	LINE	84	0.0491976104017805	LINE
23	LTR	228	0.133536371090547	LTR
23	RC	22	0.0128850884385616	RC
23	SINE	2	0.00117137167623287	SINE
24	DNA	312	0.182733981492328	DNA
24	LINE	55	0.0322127210964039	LINE
24	LTR	191	0.111865995080239	LTR
24	RC	13	0.00761391589551365	RC
25	DNA	299	0.175120065596814	DNA
25	LINE	58	0.0339697786107532	LINE
25	LTR	171	0.10015227831791	LTR
25	RC	8	0.00468548670493147	RC
25	SINE	1	0.000585685838116434	SINE
26	DNA	190	0.111280309242123	DNA
26	LINE	40	0.0234274335246574	LINE
26	LTR	141	0.0825817031744173	LTR
26	RC	10	0.00585685838116434	RC
27	DNA	126	0.0737964156026707	DNA
27	LINE	24	0.0140564601147944	LINE
27	LTR	93	0.0544687829448284	LTR
27	RC	4	0.00234274335246574	RC
28	DNA	92	0.053883097106712	DNA
28	LINE	15	0.00878528757174651	LINE
28	LTR	43	0.0251844910390067	LTR
28	RC	2	0.00117137167623287	RC
29	DNA	56	0.0327984069345203	DNA
29	LINE	13	0.00761391589551365	LINE
29	LTR	32	0.0187419468197259	LTR
29	RC	2	0.00117137167623287	RC
30	DNA	26	0.0152278317910273	DNA
30	LINE	13	0.00761391589551365	LINE
30	LTR	22	0.0128850884385616	LTR
30	RC	4	0.00234274335246574	RC
31	DNA	12	0.00702823005739721	DNA
31	LINE	2	0.00117137167623287	LINE
31	LTR	12	0.00702823005739721	LTR
32	DNA	3	0.0017570575143493	DNA
32	LTR	7	0.00409980086681504	LTR
32	RC	1	0.000585685838116434	RC
34	DNA	1	0.000585685838116434	DNA
