div_bin	TE_subclass	count	percent_TE	TE_class
0	DNA	62595	29.5092400528003	DNA
0	LINE	6202	2.92381670752404	LINE
0	LTR	29813	14.0547803130304	LTR
0	RC	1585	0.747218555534603	RC
0	SINE	9	0.00424288138789364	SINE
1	DNA	8264	3.89590797661701	DNA
1	LINE	1009	0.47567414670941	LINE
1	LTR	4817	2.27088440505374	LTR
1	RC	448	0.211201206864039	RC
2	DNA	7379	3.47869130680747	DNA
2	LINE	728	0.343201961154064	LINE
2	LTR	3973	1.87299641712238	LTR
2	RC	352	0.165943805393174	RC
3	DNA	5704	2.68904393739393	DNA
3	LINE	512	0.241372807844616	LINE
3	LTR	3460	1.63115217801245	LTR
3	RC	340	0.160286630209315	RC
4	DNA	5122	2.41467094097681	DNA
4	LINE	382	0.180086743352819	LINE
4	LTR	3169	1.49396567980388	LTR
4	RC	283	0.133415048085989	RC
5	DNA	4583	2.16056948896851	DNA
5	LINE	353	0.166415236658495	LINE
5	LTR	2769	1.30539317367528	LTR
5	RC	270	0.127286441636809	RC
5	SINE	4	0.00188572506128606	SINE
6	DNA	3972	1.87252498585706	DNA
6	LINE	259	0.122100697718273	LINE
6	LTR	2254	1.0626060720347	LTR
6	RC	215	0.101357722044126	RC
6	SINE	1	0.000471431265321516	SINE
7	DNA	3419	1.61182349613426	DNA
7	LINE	272	0.128229304167452	LINE
7	LTR	1952	0.920233829907599	LTR
7	RC	163	0.0768432962474071	RC
8	DNA	3092	1.45766547237413	DNA
8	LINE	217	0.102300584574769	LINE
8	LTR	1645	0.775504431453894	LTR
8	RC	149	0.0702432585329059	RC
9	DNA	2795	1.31765038657364	DNA
9	LINE	232	0.109372053554592	LINE
9	LTR	1346	0.634546483122761	LTR
9	RC	117	0.0551574580426174	RC
10	DNA	2716	1.28040731661324	DNA
10	LINE	204	0.0961719781255893	LINE
10	LTR	1285	0.605789175938148	LTR
10	RC	130	0.0612860644917971	RC
11	DNA	2414	1.13803507448614	DNA
11	LINE	188	0.088629077880445	LINE
11	LTR	1041	0.490759947199698	LTR
11	RC	110	0.0518574391853668	RC
12	DNA	2322	1.09466339807656	DNA
12	LINE	208	0.0980577031868754	LINE
12	LTR	973	0.458702621157835	LTR
12	RC	86	0.0405430888176504	RC
12	SINE	1	0.000471431265321516	SINE
13	DNA	2123	1.00084857627758	DNA
13	LINE	182	0.0858004902885159	LINE
13	LTR	909	0.428531020177258	LTR
13	RC	102	0.0480859890627946	RC
14	DNA	1888	0.890062228927022	DNA
14	LINE	159	0.0749575711861211	LINE
14	LTR	759	0.357816330379031	LTR
14	RC	108	0.0509145766547237	RC
15	DNA	1838	0.866490665660947	DNA
15	LINE	164	0.0773147275127287	LINE
15	LTR	750	0.353573448991137	LTR
15	RC	89	0.0419573826136149	RC
16	DNA	1683	0.793418819536112	DNA
16	LINE	123	0.0579860456345465	LINE
16	LTR	696	0.328116160663775	LTR
16	RC	85	0.0400716575523289	RC
17	DNA	1458	0.687346784838771	DNA
17	LINE	146	0.0688289647369413	LINE
17	LTR	616	0.290401659438054	LTR
17	RC	70	0.0330001885725061	RC
18	DNA	1248	0.588346219121252	DNA
18	LINE	139	0.0655289458796907	LINE
18	LTR	582	0.274372996417122	LTR
18	RC	57	0.0268715821233264	RC
19	DNA	971	0.457759758627192	DNA
19	LINE	109	0.0513860079200453	LINE
19	LTR	441	0.207901188006789	LTR
19	RC	59	0.0278144446539695	RC
20	DNA	969	0.456816896096549	DNA
20	LINE	126	0.059400339430511	LINE
20	LTR	457	0.215444088251933	LTR
20	RC	59	0.0278144446539695	RC
20	SINE	1	0.000471431265321516	SINE
21	DNA	714	0.336601923439562	DNA
21	LINE	110	0.0518574391853668	LINE
21	LTR	320	0.150858004902885	LTR
21	RC	39	0.0183858193475391	RC
21	SINE	1	0.000471431265321516	SINE
22	DNA	628	0.296058834621912	DNA
22	LINE	96	0.0452574014708656	LINE
22	LTR	288	0.135772204412597	LTR
22	RC	37	0.0174429568168961	RC
22	SINE	2	0.000942862530643032	SINE
23	DNA	431	0.203186875353573	DNA
23	LINE	55	0.0259287195926834	LINE
23	LTR	231	0.10890062228927	LTR
23	RC	24	0.0113143503677164	RC
24	DNA	303	0.142843673392419	DNA
24	LINE	50	0.0235715632660758	LINE
24	LTR	156	0.0735432773901565	LTR
24	RC	17	0.00801433151046578	RC
24	SINE	1	0.000471431265321516	SINE
25	DNA	330	0.1555723175561	DNA
25	LINE	52	0.0245144257967188	LINE
25	LTR	163	0.0768432962474071	LTR
25	RC	23	0.0108429191023949	RC
26	DNA	212	0.0999434282481614	DNA
26	LINE	33	0.01555723175561	LINE
26	LTR	115	0.0542145955119744	LTR
26	RC	19	0.00895719404110881	RC
27	DNA	120	0.0565717518385819	DNA
27	LINE	31	0.014614369224967	LINE
27	LTR	89	0.0419573826136149	LTR
27	RC	7	0.00330001885725061	RC
28	DNA	88	0.0414859513482934	DNA
28	LINE	16	0.00754290024514426	LINE
28	LTR	50	0.0235715632660758	LTR
28	RC	9	0.00424288138789364	RC
29	DNA	50	0.0235715632660758	DNA
29	LINE	10	0.00471431265321516	LINE
29	LTR	36	0.0169715255515746	LTR
29	RC	4	0.00188572506128606	RC
30	DNA	25	0.0117857816330379	DNA
30	LINE	13	0.00612860644917971	LINE
30	LTR	20	0.00942862530643032	LTR
30	RC	5	0.00235715632660758	RC
31	DNA	5	0.00235715632660758	DNA
31	LINE	5	0.00235715632660758	LINE
31	LTR	9	0.00424288138789364	LTR
31	RC	1	0.000471431265321516	RC
32	DNA	2	0.000942862530643032	DNA
32	LINE	1	0.000471431265321516	LINE
32	LTR	3	0.00141429379596455	LTR
33	DNA	2	0.000942862530643032	DNA
