div_bin	TE_subclass	count	percent_TE	TE_class
0	DNA	21198	23.2651045382209	DNA
0	LINE	2552	2.80085606102179	LINE
0	LTR	8966	9.84031169401306	LTR
0	RC	388	0.425835482631839	RC
1	DNA	5998	6.58288975470559	DNA
1	LINE	388	0.425835482631839	LINE
1	LTR	2398	2.63183888492564	LTR
1	RC	67	0.0735334467431268	RC
2	DNA	4636	5.08807550897218	DNA
2	LINE	243	0.266695933710147	LINE
2	LTR	1930	2.11820227185425	LTR
2	RC	60	0.0658508478296658	RC
3	DNA	3508	3.85007956977446	DNA
3	LINE	160	0.175602260879109	LINE
3	LTR	1543	1.69346430335291	LTR
3	RC	45	0.0493881358722494	RC
4	DNA	2968	3.25742193930747	DNA
4	LINE	127	0.139384294572793	LINE
4	LTR	1241	1.36201503594359	LTR
4	RC	31	0.0340229380453273	RC
5	DNA	2410	2.64500905449158	DNA
5	LINE	108	0.118531526093398	LINE
5	LTR	1063	1.16665752071558	LTR
5	RC	32	0.0351204521758218	RC
6	DNA	2006	2.20161334577183	DNA
6	LINE	66	0.0724359326126324	LINE
6	LTR	891	0.977885090270537	LTR
6	RC	19	0.0208527684793942	RC
7	DNA	1798	1.97333040662899	DNA
7	LINE	62	0.0680458760906547	LINE
7	LTR	792	0.869231191351589	LTR
7	RC	26	0.0285353673928552	RC
8	DNA	1599	1.75492509466059	DNA
8	LINE	60	0.0658508478296658	LINE
8	LTR	682	0.748504636997201	LTR
8	RC	25	0.0274378532623608	RC
9	DNA	1373	1.50688690116885	DNA
9	LINE	45	0.0493881358722494	LINE
9	LTR	534	0.586072545684026	LTR
9	RC	41	0.0449980793502716	RC
10	DNA	1370	1.50359435877737	DNA
10	LINE	77	0.0845085880480711	LINE
10	LTR	527	0.578389946770565	LTR
10	RC	45	0.0493881358722494	RC
11	DNA	1230	1.34994238050815	DNA
11	LINE	64	0.0702409043516435	LINE
11	LTR	490	0.537781923942271	LTR
11	RC	41	0.0449980793502716	RC
12	DNA	1140	1.25116610876365	DNA
12	LINE	75	0.0823135597870823	LINE
12	LTR	500	0.548757065247215	LTR
12	RC	31	0.0340229380453273	RC
13	DNA	1028	1.12824452614827	DNA
13	LINE	72	0.079021017395599	LINE
13	LTR	512	0.561927234813148	LTR
13	RC	36	0.0395105086977995	RC
14	DNA	1003	1.10080667288591	DNA
14	LINE	67	0.0735334467431268	LINE
14	LTR	438	0.48071118915656	LTR
14	RC	48	0.0526806782637326	RC
15	DNA	964	1.05800362179663	DNA
15	LINE	78	0.0856061021785656	LINE
15	LTR	409	0.448883279372222	LTR
15	RC	51	0.0559732206552159	RC
16	DNA	895	0.982275146792515	DNA
16	LINE	74	0.0812160456565878	LINE
16	LTR	405	0.444493222850244	LTR
16	RC	39	0.0428030510892828	RC
17	DNA	865	0.949349722877682	DNA
17	LINE	59	0.0647533336991714	LINE
17	LTR	376	0.412665313065906	LTR
17	RC	42	0.0460955934807661	RC
18	DNA	763	0.83740328156725	DNA
18	LINE	68	0.0746309608736213	LINE
18	LTR	315	0.345716951105746	LTR
18	RC	32	0.0351204521758218	RC
19	DNA	596	0.65411842177468	DNA
19	LINE	58	0.0636558195686769	LINE
19	LTR	238	0.261208363057674	LTR
19	RC	23	0.0252428250013719	RC
20	DNA	583	0.639850738078253	DNA
20	LINE	45	0.0493881358722494	LINE
20	LTR	236	0.259013334796686	LTR
20	RC	29	0.0318279097843385	RC
21	DNA	476	0.522416726115349	DNA
21	LINE	55	0.0603632771771937	LINE
21	LTR	162	0.177797289140098	LTR
21	RC	32	0.0351204521758218	RC
22	DNA	406	0.445590736980739	DNA
22	LINE	36	0.0395105086977995	LINE
22	LTR	159	0.174504746748614	LTR
22	RC	17	0.0186577402184053	RC
23	DNA	255	0.27986610327608	DNA
23	LINE	17	0.0186577402184053	LINE
23	LTR	118	0.129506667398343	LTR
23	RC	9	0.00987762717444987	RC
24	DNA	210	0.23047796740383	DNA
24	LINE	21	0.023047796740383	LINE
24	LTR	85	0.0932887010920266	LTR
24	RC	7	0.00768259891346101	RC
25	DNA	217	0.238160566317291	DNA
25	LINE	15	0.0164627119574165	LINE
25	LTR	90	0.0987762717444987	LTR
25	RC	9	0.00987762717444987	RC
26	DNA	131	0.14377435109477	DNA
26	LINE	15	0.0164627119574165	LINE
26	LTR	69	0.0757284750041157	LTR
26	RC	1	0.00109751413049443	RC
27	DNA	77	0.0845085880480711	DNA
27	LINE	10	0.0109751413049443	LINE
27	LTR	46	0.0504856500027438	LTR
27	RC	5	0.00548757065247215	RC
28	DNA	80	0.0878011304395544	DNA
28	LINE	4	0.00439005652197772	LINE
28	LTR	36	0.0395105086977995	LTR
29	DNA	40	0.0439005652197772	DNA
29	LINE	6	0.00658508478296658	LINE
29	LTR	19	0.0208527684793942	LTR
30	DNA	21	0.023047796740383	DNA
30	LINE	4	0.00439005652197772	LINE
30	LTR	5	0.00548757065247215	LTR
30	RC	3	0.00329254239148329	RC
31	DNA	8	0.00878011304395544	DNA
31	LINE	2	0.00219502826098886	LINE
31	LTR	5	0.00548757065247215	LTR
32	DNA	7	0.00768259891346101	DNA
32	LINE	1	0.00109751413049443	LINE
32	LTR	5	0.00548757065247215	LTR
33	LTR	1	0.00109751413049443	LTR
34	DNA	2	0.00219502826098886	DNA
